Summon Night 2	DS	2008	Role-Playing	Namco Bandai Games	0.00	North America
Chou Soujuu Mecha MG	DS	N/A	Simulation	N/A	0.00	North America
Odin Sphere: Leifthrasir	PS3	2016	Role-Playing	Nippon Ichi Software	10000.00	North America
Pro Evolution Soccer 2012	PS2	2011	Action	Konami Digital Entertainment	0.00	North America
Terminator 3: The Redemption	XB	2004	Shooter	Atari	50000.00	North America
Alvin and the Chipmunks	Wii	2007	Misc	Eidos Interactive	50000.00	North America
EverQuest II: Destiny of Velious	PC	2011	Role-Playing	Sony Online Entertainment	60000.00	North America
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen	PSP	2012	Action	Namco Bandai Games	0.00	North America
Neon Genesis Evangelion	N64	1999	Adventure	Namco Bandai Games	0.00	North America
Serious Sam II	XB	2005	Shooter	Take-Two Interactive	50000.00	North America
Remember Me	PC	2013	Action	Capcom	0.00	North America
ICO	PS3	2011	Action	Sony Computer Entertainment	0.00	North America
Flipnic: Ultimate Pinball	PS2	2003	Misc	Ubisoft	30000.00	North America
Eigo de Tabisuru: Little Charo	DS	2011	Misc	Nintendo	0.00	North America
NBA Hangtime	PS	1996	Sports	Midway Games	30000.00	North America
Cabela's Big Game Hunter (2008)	X360	2007	Sports	Activision Value	60000.00	North America
My Fitness Coach: Club	Wii	2011	Sports	Ubisoft	0.00	North America
D.C. II P.S.: Da Capo II Plus Situation	PS2	2008	Adventure	Kadokawa Shoten	0.00	North America
Top Gear Hyper-Bike	N64	1999	Racing	Kemco	50000.00	North America
Brunswick Circuit Pro Bowling	N64	1999	Sports	THQ	50000.00	North America
Olympic Hockey 98	N64	1998	Sports	GT Interactive	50000.00	North America
CyberTiger	N64	2000	Sports	Electronic Arts	50000.00	North America
Penny Racers	N64	1998	Racing	THQ	50000.00	North America
S.C.A.R.S	N64	1998	Racing	Ubisoft	50000.00	North America
Virtual Chess 64	N64	1998	Misc	Titus	50000.00	North America
Marvel Super Heroes	SAT	1997	Fighting	Capcom	0.00	North America
Mike Piazza's Strike Zone	N64	1998	Sports	GT Interactive	50000.00	North America
Bust-A-Move '99	N64	1998	Puzzle	Acclaim Entertainment	50000.00	North America
Star Soldier: Vanishing Earth	N64	1998	Shooter	Hudson Entertainment	50000.00	North America
Polaris SnoCross	N64	2000	Racing	Vatical Entertainment	50000.00	North America
Worms Blast	GC	2002	Puzzle	Ubisoft	50000.00	North America
Prinny: Can I Really Be The Hero? (US sales)	PSP	N/A	Action	N/A	60000.00	North America
The Legend of Heroes VII: The Trail of Blue	PSV	2014	Role-Playing	Nihon Falcom Corporation	0.00	North America
BlazBlue: Chrono Phantasma Extend	XOne	2015	Action	PQube	50000.00	North America
Smile PreCure! Let's Go! Marchen World	3DS	2012	Action	Namco Bandai Games	0.00	North America
IHRA Professional Drag Racing 2005	XB	2004	Racing	Bethesda Softworks	40000.00	North America
Tokyo Xtreme Racer Advance	GBA	2005	Racing	Crave Entertainment	40000.00	North America
Destiny: The Collection	PS4	2016	Shooter	Activision	10000.00	North America
Gun Showdown	PSP	2006	Action	Activision	50000.00	North America
Showtime Championship Boxing	DS	2007	Fighting	Zoo Digital Publishing	60000.00	North America
Syndicate	PC	1992	Strategy	Electronic Arts	0.00	North America
Digimon All-Star Rumble	X360	2014	Fighting	Namco Bandai Games	40000.00	North America
Foster's Home for Imaginary Friends: Imagination Invaders	DS	2007	Adventure	Midway Games	60000.00	North America
I Love Beauty: Hollywood Makeover	DS	2009	Misc	City Interactive	60000.00	North America
Power Pro Success Legends	PSP	2010	Sports	Konami Digital Entertainment	0.00	North America
Combat Elite: WWII Paratroopers	PS2	N/A	Shooter	Unknown	30000.00	North America
Rock Blast	DS	2008	Puzzle	UFO Interactive	60000.00	North America
Pheasants Forever Wingshooter	Wii	2010	Shooter	Unknown	30000.00	North America
Ivy the Kiwi?	Wii	2010	Puzzle	Rising Star Games	40000.00	North America
Killer Loop	PS	1999	Racing	Crave Entertainment	30000.00	North America
Cabela's Dangerous Hunts: Ultimate Challenge	PSP	2006	Sports	Activision Value	60000.00	North America
Xiaolin Showdown	PSP	2006	Action	Konami Digital Entertainment	50000.00	North America
Worldwide Soccer	SAT	1994	Sports	Sega	0.00	North America
Toriko: Gourmet Battle!	3DS	2013	Role-Playing	Namco Bandai Games	0.00	North America
Need for Speed: Shift	PC	2009	Racing	Electronic Arts	0.00	North America
Zoo Tycoon: Complete Collection	PC	2003	Strategy	Microsoft Game Studios	30000.00	North America
Little League World Series Baseball 2008	DS	2008	Sports	Activision	60000.00	North America
Commandos: Strike Force	PS2	2006	Shooter	Eidos Interactive	30000.00	North America
Mobile Suit Gundam: Gundam vs. Zeta Gundam	PS2	2004	Shooter	Namco Bandai Games	30000.00	North America
Darksiders II	XOne	2015	Action	Nordic Games	30000.00	North America
Rapala Pro Fishing	GBA	2004	Sports	Zoo Digital Publishing	40000.00	North America
Create	PC	2010	Action	Electronic Arts	40000.00	North America
Guilty Gear X: Advance Edition	GBA	2002	Fighting	Sammy Corporation	40000.00	North America
Impossible Mission	PSP	2007	Platform	System 3 Arcade Software	0.00	North America
Zoo Tycoon 2	PC	2004	Strategy	Microsoft Game Studios	0.00	North America
Fate/Tiger Colosseum Upper	PSP	2008	Fighting	Capcom	0.00	North America
Zaidan Houjin Nippon Kanji Nouryoku Kentei Kyoukai Kounin: KanKen DS3 Deluxe	DS	2009	Misc	Rocket Company	0.00	North America
Rooms: The Main Building	Wii	2010	Adventure	Hudson Soft	60000.00	North America
Theresia...	DS	2008	Adventure	Arc System Works	60000.00	North America
Pop Cutie! Street Fashion Simulation	DS	2008	Simulation	Tecmo Koei	60000.00	North America
Top Gun: Hard Lock	X360	2012	Action	505 Games	30000.00	North America
JoJo's Bizarre Adventure: All Star Battle	3DS	2012	Fighting	Take-Two Interactive	60000.00	North America
Carol Vorderman's Sudoku	PSP	2006	Puzzle	Xplosiv	50000.00	North America
Ford Racing 3	GBA	2005	Racing	Zoo Digital Publishing	40000.00	North America
Genkai Tokki: Moero Crystal	PSV	2015	Role-Playing	Compile Heart	0.00	North America
PachiPara 13: Super Umi no Pachi-Pro Fuuunroku	PS2	2006	Misc	Irem Software Engineering	0.00	North America
Disney Planes Fire & Rescue	Wii	2014	Action	Disney Interactive Studios	0.00	North America
Attack on Titan (KOEI)	PS3	2016	Action	Tecmo Koei	0.00	North America
Satisfashion	DS	2010	Misc	Destineer	60000.00	North America
World Soccer Winning Eleven 9 (US sales)	PSP	2005	Sports	Konami Digital Entertainment	50000.00	North America
Winning Post 4 Maximum	PS2	2000	Sports	Tecmo Koei	0.00	North America
Oddworld: Munch's Oddysee	GBA	2003	Platform	THQ	40000.00	North America
Match 3 Madness	DS	2010	Puzzle	Foreign Media Games	0.00	North America
Exhibition Volume 5	XB	2004	Misc	Microsoft Game Studios	40000.00	North America
Record of Lodoss War: Eiyuu Sensou	SCD	1994	Role-Playing	Sega	0.00	North America
DuckTales: Remastered	WiiU	2013	Action	Capcom	50000.00	North America
LEGO Batman: The Videogame	PC	2008	Action	Warner Bros. Interactive Entertainment	20000.00	North America
Atelier Sophie: The Alchemist of the Mysterious Book	PSV	2015	Role-Playing	Tecmo Koei	0.00	North America
Starry ? Sky: In Summer	PSP	2010	Misc	Asgard	0.00	North America
Imagine: Resort Owner	DS	2010	Strategy	Ubisoft	50000.00	North America
Pro Yakyuu Netsu Star 2007	PS2	2007	Sports	Namco Bandai Games	0.00	North America
Klonoa Beach Volleyball	PS	2002	Sports	Namco Bandai Games	30000.00	North America
Melty Blood: Actress Again	PS2	2009	Fighting	Ecole	0.00	North America
TrackMania Turbo	XOne	2016	Action	Ubisoft	20000.00	North America
Izuna 2: The Unemployed Ninja Returns	DS	2007	Role-Playing	Success	50000.00	North America
Teenage Mutant Ninja Turtles 3: Mutant Nightmare	DS	2005	Action	Konami Digital Entertainment	50000.00	North America
Centipede: Infestation	Wii	2011	Shooter	Atari	60000.00	North America
Mercury Meltdown	PSP	2006	Action	Atari	50000.00	North America
SingStar Mallorca Party	PS3	2009	Misc	Sony Computer Entertainment	0.00	North America
3D Lemmings	PS	1995	Puzzle	Psygnosis	30000.00	North America
Hi Hi Puffy AmiYumi: Kaznapped	GBA	2005	Action	D3Publisher	40000.00	North America
FIFA Soccer 07	DS	2006	Sports	Electronic Arts	50000.00	North America
Resident Evil - Code: Veronica X	GC	2003	Action	Capcom	50000.00	North America
Broken Sword: The Shadow of the Templars	GBA	2002	Adventure	BAM! Entertainment	40000.00	North America
Back to the Future: The Game	Wii	2011	Adventure	Telltale Games	50000.00	North America
Summon Night 6: Lost Borders	PSV	2016	Action	Namco Bandai Games	0.00	North America
Tenchi Muyou! Ryoukouki Gokuraku	SAT	1995	Adventure	Yumedia	0.00	North America
Kelly Slater's Pro Surfer	GC	2002	Sports	Activision	50000.00	North America
Jacqueline Wilson's Tracy Beaker: The Game	DS	2009	Misc	P2 Games	0.00	North America
Sacred 3	X360	2014	Role-Playing	Deep Silver	30000.00	North America
I Am In The Movie	PSP	2012	Simulation	Namco Bandai Games	0.00	North America
Doraemon: Nobita no Uchuu Eiyuuki	3DS	2015	Action	FuRyu	0.00	North America
Trapt	PS2	2005	Action	Tecmo Koei	30000.00	North America
Jewel Legends: Tree of Life	DS	2011	Puzzle	Rising Star Games	0.00	North America
Splat Renegade Paintball	XB	2005	Sports	Take-Two Interactive	40000.00	North America
Zendoku	DS	2007	Puzzle	Eidos Interactive	50000.00	North America
Metal Max 4: Gekkou no Diva	3DS	2013	Role-Playing	Kadokawa Shoten	0.00	North America
Jumper: Griffin's Story	X360	2008	Action	Eidos Interactive	50000.00	North America
Worms 3D	XB	2003	Strategy	Sega	40000.00	North America
pro evolution soccer 2011	PC	2010	Sports	Konami Digital Entertainment	0.00	North America
Crazy Chicken: Pharaoh's Treasure	DS	2007	Puzzle	Phenomedia	50000.00	North America
Arcana Heart 3	PSV	2014	Fighting	Arc System Works	30000.00	North America
Magi: Aratanaru Sekai	3DS	2014	Role-Playing	Namco Bandai Games	0.00	North America
PoPoLoCrois	PSP	2005	Role-Playing	Ignition Entertainment	50000.00	North America
Mahouka Koukou no Rettousei: Out of Order	PSV	2014	Adventure	Namco Bandai Games	0.00	North America
Dragon Rage	PS2	2001	Shooter	3DO	30000.00	North America
Lord of Magna: Maiden Heaven	3DS	2014	Role-Playing	Marvelous Entertainment	0.00	North America
Dig Dug: Digging Strike	DS	2005	Puzzle	Atari	50000.00	North America
Dance Sensation!	Wii	2010	Misc	Majesco Entertainment	60000.00	North America
Brave: A Warrior's Tale	Wii	2009	Action	SouthPeak Games	50000.00	North America
Ansatsu Kyoushitsu: Assassin Ikusei Keikaku!!	3DS	2016	Action	Namco Bandai Games	0.00	North America
Raw Danger! (JP sales)	PS2	2006	Action	505 Games	0.00	North America
Archer Maclean Presents: Pool Paradise	PS2	2004	Sports	Ignition Entertainment	30000.00	North America
Tabi no Yubisashi Kaiwachou DS: DS Series 3 Kankoku	DS	2006	Misc	Nintendo	0.00	North America
Winx Club: Mission Enchantix	DS	2008	Adventure	Konami Digital Entertainment	30000.00	North America
Petz Bunnyz Bunch	DS	2011	Simulation	Ubisoft	50000.00	North America
S.T.A.L.K.E.R.: Shadow of Chernobyl	PC	2007	Shooter	THQ	10000.00	North America
Backyard Skateboarding 2006	GBA	2004	Sports	Atari	40000.00	North America
Tron 2.0: Killer App	XB	2004	Action	Disney Interactive Studios	40000.00	North America
Steins;Gate: Hiyoku Renri no Darling	PSP	2012	Action	5pb	0.00	North America
Captain America: Super Soldier	Wii	N/A	Action	Sega	50000.00	North America
Gegege no Kitarou: Youkai Daigekisen	DS	2008	Action	Namco Bandai Games	0.00	North America
Emblem of Gundam	DS	2008	Strategy	Namco Bandai Games	0.00	North America
The Fast and the Furious	PS2	2006	Racing	Namco Bandai Games	30000.00	North America
Gem Smashers	Wii	2011	Platform	Crave Entertainment	50000.00	North America
Super Robot Wars OG: The Moon Dwellers	PS3	2016	Misc	Namco Bandai Games	0.00	North America
G-Police: Weapons of Justice	PS	1999	Action	Psygnosis	30000.00	North America
Killing Zone	PS	1996	Fighting	Acclaim Entertainment	30000.00	North America
All Kamen Rider: Rider Generation 2	PSP	2012	Action	Namco Bandai Games	0.00	North America
Policenauts	3DO	1995	Adventure	Konami Digital Entertainment	0.00	North America
Adventures of Lolo	NES	1989	Puzzle	HAL Laboratory	60000.00	North America
Quiz! Hexagon II	DS	2010	Misc	Namco Bandai Games	0.00	North America
Game of Thrones (Telltale)	PS3	2015	Adventure	Telltale Games	20000.00	North America
Call of Duty: The War Collection	X360	2010	Shooter	Activision	50000.00	North America
Warriors Orochi 2	X360	2008	Action	Tecmo Koei	40000.00	North America
The History Channel: Battle for the Pacific	X360	2007	Shooter	Activision	50000.00	North America
Racing Gears Advance	GBA	2004	Racing	Zoo Digital Publishing	40000.00	North America
Jewel Master: Cradle of Persia	DS	2012	Puzzle	Rising Star Games	0.00	North America
Project Setsuna	PS4	2016	Role-Playing	Square Enix	0.00	North America
Syphon Filter: Logan's Shadow	PS2	2010	Shooter	Sony Computer Entertainment	30000.00	North America
NTRA Breeders' Cup World Thoroughbred Championships	XB	2005	Simulation	Bethesda Softworks	40000.00	North America
Tiger Woods PGA Tour 08	DS	2007	Sports	Electronic Arts	50000.00	North America
Daito Giken Koushiki Pachi-Slot Simulator: Shin Yoshimune	PS2	2008	Misc	Paon	0.00	North America
Tanjou S Debut	SAT	1996	Simulation	NEC Interchannel	0.00	North America
Nendoroid Generation	PSP	2012	Role-Playing	Namco Bandai Games	0.00	North America
Brave: A Warrior's Tale	X360	2009	Action	SouthPeak Games	50000.00	North America
Pop'n TwinBee: Rainbow Bell Adventure	SNES	1993	Platform	Konami Digital Entertainment	0.00	North America
Honeycomb Beat	DS	2006	Puzzle	Konami Digital Entertainment	50000.00	North America
Broken Helix	PS	1997	Action	Konami Digital Entertainment	30000.00	North America
The Saboteur	PC	2009	Action	Electronic Arts	0.00	North America
Katekyoo Hitman Reborn! DS Fate of Heat III - Yuki no Shugosha Raishuu!	DS	2010	Role-Playing	Marvelous Interactive	0.00	North America
Myst III: Exile	XB	2002	Adventure	Ubisoft	40000.00	North America
Warriors: Legends of Troy	X360	2011	Action	Tecmo Koei	0.00	North America
Hajime no Ippo Portable: Victorious Spirits	PSP	2007	Fighting	Grand Prix Games	0.00	North America
Nanostray	DS	2005	Shooter	Majesco Entertainment	50000.00	North America
CMT Presents: Karaoke Revolution Country	PS2	2006	Misc	Konami Digital Entertainment	30000.00	North America
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu	DS	2007	Fighting	Takara Tomy	0.00	North America
Cid to Chocobo no Fushigi na Dungeon: Toki Wasure no Meikyuu DS+	DS	2008	Role-Playing	Square Enix	0.00	North America
Vitamin X to Z	PSP	2011	Adventure	D3Publisher	0.00	North America
Fatal Frame	XB	2002	Action	Tecmo Koei	40000.00	North America
Flip's Twisted World	Wii	N/A	Platform	Unknown	50000.00	North America
Tom Clancy's Ghost Recon: Advanced Warfighter	PS2	2006	Shooter	Ubisoft	30000.00	North America
Urban Chaos: Riot Response	PS2	2006	Shooter	Eidos Interactive	30000.00	North America
Generation of Chaos	PSP	2005	Role-Playing	Midas Interactive Entertainment	50000.00	North America
Teenage Mutant Ninja Turtles II: Back from the Sewers	GB	1991	Action	Konami Digital Entertainment	0.00	North America
Gormiti: The Lords of Nature!	DS	2010	Adventure	Konami Digital Entertainment	50000.00	North America
The Sims 2: University	PC	2005	Simulation	Electronic Arts	10000.00	North America
Pucca Power Up	DS	2011	Platform	Rising Star Games	40000.00	North America
Resident Evil 2	GC	2003	Action	Capcom	40000.00	North America
MLB Power Pros 2008	DS	2008	Sports	Take-Two Interactive	50000.00	North America
Real Soccer 2009	DS	2008	Sports	Ubisoft	50000.00	North America
World Championship Athletics	Wii	2009	Sports	DTP Entertainment	40000.00	North America
The Amazing Spider-Man 2 (2014)	WiiU	2014	Action	Activision	30000.00	North America
Yomawari	PSV	2015	Adventure	Nippon Ichi Software	0.00	North America
Real Bout Garou Densetsu Special: Dominated Mind	PS	1998	Fighting	SNK	0.00	North America
Jumble Madness	DS	2009	Puzzle	Destineer	60000.00	North America
Vampire Rain: Altered Species	PS3	2008	Action	Ignition Entertainment	50000.00	North America
Sumikko Gurashi: Mura o Tsukurundesu	3DS	2016	Misc	Nippon Columbia	0.00	North America
Harry Potter and the Sorcerer's Stone	PC	2001	Action	Electronic Arts	10000.00	North America
Minna no Sukkiri	PSP	2009	Sports	Sony Computer Entertainment	0.00	North America
Scurge: Hive	DS	2006	Action	SouthPeak Games	50000.00	North America
Catwoman	XB	2004	Action	Electronic Arts	40000.00	North America
Murdered: Soul Suspect	PC	2014	Action	Square Enix	0.00	North America
Romance of the Three Kingdoms 13	PS4	2015	Action	Tecmo Koei	10000.00	North America
Noddy in Toyland	DS	2011	Misc	GSP	0.00	North America
Aquarium by DS	DS	2008	Simulation	Mercury Games	50000.00	North America
Utawarerumono: Itsuwari no Kamen	PS4	2015	Adventure	Aqua Plus	0.00	North America
Ride to Hell	X360	2013	Racing	Deep Silver	40000.00	North America
Burning Rangers	SAT	1998	Platform	Sega	0.00	North America
Mana Khemia: Alchemists of Al-Revis	PS2	2007	Role-Playing	Nippon Ichi Software	30000.00	North America
Katekyoo Hitman Reborn! DS Flame Rumble XX - Kessen! Shin 6 Chouka	DS	2010	Action	Takara Tomy	0.00	North America
Interplay Sports Baseball 2000	PS	1999	Sports	Interplay	30000.00	North America
Zone of the Enders: The Fist of Mars	GBA	2001	Role-Playing	Konami Digital Entertainment	40000.00	North America
Animorphs: Shattered Reality	PS	2000	Action	Infogrames	30000.00	North America
Teenage Mutant Ninja Turtles: Tournament Fighters	SNES	1992	Fighting	Konami Digital Entertainment	0.00	North America
Eikan wa Kimini 2002: Koshien no Kodou	PS2	2002	Sports	DigiCube	0.00	North America
PopStar Guitar	Wii	2008	Misc	Midway Games	30000.00	North America
Mirror's Edge	PC	2009	Platform	Electronic Arts	0.00	North America
Blade Dancer: Lineage of Light	PSP	2006	Role-Playing	Atari	50000.00	North America
Terminator 3: Rise of the Machines	GBA	2003	Action	Atari	40000.00	North America
Jissen Pachislot Hisshouhou! Hokuto no Ken Portable SE	PSP	2006	Misc	Sega	0.00	North America
Mayhem 3D	PS3	2011	Racing	Evolved Games	50000.00	North America
G1 Jockey 2	PS2	2000	Sports	Tecmo Koei	0.00	North America
Mobile Ops: The One Year War	X360	N/A	Simulation	Namco Bandai Games	0.00	North America
Constantine	XB	2005	Action	SCi	40000.00	North America
Chaos Rings III	PSV	2014	Role-Playing	Square Enix	0.00	North America
Tom Clancy's Splinter Cell: Double Agent	GC	2006	Action	Ubisoft	40000.00	North America
Senritsu no Stratus	PSP	2011	Role-Playing	Konami Digital Entertainment	0.00	North America
Katekyoo Hitman Reborn! DS Flame Rumble X - Mirai Chou-Bakuhatsu!!	DS	2009	Fighting	Takara Tomy	0.00	North America
Rhapsody: A Musical Adventure	DS	2008	Role-Playing	Nippon Ichi Software	50000.00	North America
Titan Quest	PC	2006	Role-Playing	THQ	10000.00	North America
Wantame Fortune Channel	DS	2007	Misc	Capcom	0.00	North America
Evangelion: Jo	PSP	2009	Action	Namco Bandai Games	0.00	North America
Bleach: Blade Battlers 2nd	PS2	2007	Fighting	Sony Computer Entertainment	0.00	North America
Samurai Jack: The Shadow of Aku	PS2	2004	Action	Sega	30000.00	North America
Kamen Rider Kabuto	PS2	2006	Action	Namco Bandai Games	0.00	North America
Men in Black The Series: Crashdown	PS	2001	Shooter	Infogrames	30000.00	North America
Zero Divide	PS	1995	Fighting	Ocean	30000.00	North America
FIFA Street	GC	2005	Sports	Electronic Arts	40000.00	North America
Tsugunai: Atonement	PS2	2001	Role-Playing	Sony Computer Entertainment	20000.00	North America
Rugby World Cup 2015	PS4	2015	Sports	Ubisoft	0.00	North America
Lost Kingdoms II	GC	2003	Role-Playing	Activision	40000.00	North America
Aggressive Inline	GC	2002	Sports	Acclaim Entertainment	40000.00	North America
Nights of Azure	PS4	2015	Action	Tecmo Koei	30000.00	North America
Dungeon Keeper 2	PC	1999	Action	Electronic Arts	0.00	North America
Viewtiful Joe: Red Hot Rumble	GC	2005	Action	Capcom	40000.00	North America
The Lord of the Rings: The Battle for Middle-Earth II	X360	2006	Strategy	Electronic Arts	0.00	North America
Kaite Shabette Hajimeyou! Monster Farm DS	DS	2007	Role-Playing	Tecmo Koei	0.00	North America
Dungeon Explorer: Warriors of Ancient Arts	DS	2007	Role-Playing	Rising Star Games	50000.00	North America
Pro Yaky? Spirits 2012	PSV	2012	Sports	Konami Digital Entertainment	0.00	North America
Samurai Warriors 4: Empires	PS3	2015	Action	Tecmo Koei	0.00	North America
Point Blank DS (US sales)	DS	2006	Shooter	Atari	50000.00	North America
FIFA Soccer 06	DS	2005	Sports	Electronic Arts	50000.00	North America
SD Gundam G Generation Wars	Wii	2009	Strategy	Namco Bandai Games	0.00	North America
Broken Sword II: The Smoking Mirror	PS	1997	Adventure	Sony Computer Entertainment	30000.00	North America
Pump It Up: Exceed	PS2	2005	Misc	Mastiff	30000.00	North America
Hakuouki: Yuugi Roku Ni - Matsuri Hayashi to Taishitachi	PSP	2012	Action	Idea Factory	0.00	North America
Wreckless: ThE YaKuza MisSiOns	GC	2002	Racing	Activision	40000.00	North America
Doki-Doki Universe	PSV	2013	Adventure	Sony Computer Entertainment	10000.00	North America
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni	PS2	2007	Misc	D3Publisher	0.00	North America
TOCA Race Driver 2: Ultimate Racing Simulator	PS2	2004	Racing	Codemasters	30000.00	North America
Girls RPG: Cinderellife	3DS	2012	Role-Playing	Level 5	0.00	North America
Dr. Muto	XB	2002	Platform	Midway Games	40000.00	North America
Tom Clancy's Rainbow Six: Critical Hour	XB	N/A	Shooter	Unknown	40000.00	North America
Gothic 3	PC	2006	Role-Playing	JoWood Productions	0.00	North America
Tokyo Twilight Ghost Hunters	PS3	2014	Role-Playing	Aksys Games	30000.00	North America
Scrabble Blast!	GBA	2005	Misc	Zoo Digital Publishing	40000.00	North America
Dino Pets	DS	2009	Simulation	Avanquest	50000.00	North America
Fate/Stay Night [Réalta Nua]	PSV	2012	Adventure	Kadokawa Shoten	0.00	North America
The Mysterious Case of Dr. Jekyll and Mr. Hyde	DS	2010	Adventure	O-Games	20000.00	North America
Gintama no Sugoroku	PSP	2013	Action	Namco Bandai Games	0.00	North America
Kid Fit Island Resort	Wii	2010	Sports	Avanquest	50000.00	North America
The Lord of the Rings: Aragorn's Quest	PS2	2010	Action	Warner Bros. Interactive Entertainment	30000.00	North America
Roogoo Twisted Towers	Wii	2009	Puzzle	SouthPeak Games	50000.00	North America
Doraemon 4: Nobita to Toki no Okoku	SNES	1995	Platform	Epoch	0.00	North America
Myst	SAT	1994	Adventure	Sunsoft	0.00	North America
F1 2010	PC	2010	Racing	Codemasters	0.00	North America
Toaru Kagaku no Chou Denjihou	PSP	2011	Adventure	Kadokawa Shoten	0.00	North America
Starwinder: The Ultimate Space Race	PS	1996	Racing	Mindscape	30000.00	North America
The Lost Chronicles of Zerzura	PC	2012	Adventure	DTP Entertainment	0.00	North America
Ski Region Simulator	PC	2011	Simulation	Excalibur Publishing	0.00	North America
Angelique Trois	PS2	2000	Adventure	Tecmo Koei	0.00	North America
Dreamer Series: Babysitter	DS	2009	Simulation	Deep Silver	50000.00	North America
Diva Girls: Divas on Ice	DS	2009	Sports	505 Games	50000.00	North America
Dance Dance Revolution: Mario Mix (JP sales)	GC	2005	Simulation	Nintendo	0.00	North America
A-Train 6	PS2	2000	Strategy	Midas Interactive Entertainment	0.00	North America
Meitantei Conan: Tantei Ryoku Trainer	DS	2007	Misc	Namco Bandai Games	0.00	North America
MotoGP	GBA	2002	Racing	THQ	40000.00	North America
ESPN International Winter Sports 2002	PS2	2002	Sports	Konami Digital Entertainment	30000.00	North America
Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!	DS	2009	Sports	Konami Digital Entertainment	0.00	North America
KimiKiss (ebKore+)	PS2	2008	Adventure	Enterbrain	0.00	North America
Gold and Glory: The Road to El Dorado	PS	2000	Adventure	Ubisoft	30000.00	North America
NBA Live 07	XB	2006	Sports	Electronic Arts	40000.00	North America
Choro Q Marine: Q Boat	PS	1998	Racing	Takara	0.00	North America
GunPey	PSP	2006	Puzzle	Atari	50000.00	North America
BattleBots: Beyond the BattleBox	GBA	2002	Action	Vivendi Games	40000.00	North America
MX vs. ATV Supercross Encore	PS4	2015	Sports	Nordic Games	0.00	North America
Yuugen Gaisha Brave Company	3DS	2011	Strategy	Namco Bandai Games	0.00	North America
Mighty Beanz: Pocket Puzzles	GBA	2004	Puzzle	Majesco Entertainment	40000.00	North America
Ken to Mahou to Gakuen Mono. 3D	3DS	2011	Role-Playing	Acquire	0.00	North America
History Great Empires: Rome	DS	2009	Strategy	Black Bean Games	50000.00	North America
The King of Fighters '96	NG	1996	Fighting	SNK	0.00	North America
Friends: The One with All the Trivia	PS2	2005	Misc	Warner Bros. Interactive Entertainment	30000.00	North America
Mame Goma 2: Uchi no Ko ga Ichiban!	DS	2008	Simulation	Creative Core	0.00	North America
Backyard NFL Football '08	PS2	2007	Sports	Atari	30000.00	North America
Coraline	Wii	2009	Action	D3Publisher	50000.00	North America
Gunbird	SAT	1995	Shooter	Atlus	0.00	North America
Imagine: Party Planner	DS	2009	Simulation	Ubisoft	50000.00	North America
Dream C Club Portable	PSP	2010	Simulation	D3Publisher	0.00	North America
Tom Clancy's Rainbow Six 3	GC	2004	Shooter	Ubisoft	40000.00	North America
Elemental Gearbolt	PS	1997	Shooter	Sony Computer Entertainment	30000.00	North America
Space Chimps	DS	2008	Platform	Brash Entertainment	50000.00	North America
Tony Hawk's Pro Skater 5	PS3	2015	Sports	Activision	40000.00	North America
WWF Wrestlemania: The Arcade Game	PS	1995	Fighting	Acclaim Entertainment	30000.00	North America
Handball 16	PS4	2015	Sports	Bigben Interactive	0.00	North America
Cabela's Big Game Hunter 2005 Adventures	GBA	2004	Sports	Activision	40000.00	North America
Grand Kingdom	PS4	2015	Role-Playing	Nippon Ichi Software	20000.00	North America
Mega Man 8 Anniversary Collector's Edition	SAT	1997	Platform	Capcom	0.00	North America
V-Rally 3	PS2	2002	Racing	Atari	30000.00	North America
Nobunaga no Yabou: Souzou	PS4	2014	Strategy	Tecmo Koei	0.00	North America
Whiplash	XB	2003	Racing	Eidos Interactive	40000.00	North America
GRID	DS	N/A	Racing	Codemasters	40000.00	North America
Pro Yakyuu Famista 2011	3DS	2011	Sports	Namco Bandai Games	0.00	North America
Impact Racing	PS	1996	Racing	JVC	30000.00	North America
My Horse & Me: Riding for Gold	Wii	2008	Sports	Atari	40000.00	North America
Sled Shred featuring the Jamaican Bobsled Team	Wii	2010	Sports	SouthPeak Games	50000.00	North America
Amazing Island	GC	2004	Strategy	Sega	40000.00	North America
SeaBlade	XB	2002	Shooter	TDK Mediactive	40000.00	North America
Jikkyou Powerful Pro Yakyuu DreamCast Edition	DC	2000	Sports	Konami Digital Entertainment	0.00	North America
Carmen Sandiego: The Secret of the Stolen Drums	PS2	2004	Action	BAM! Entertainment	30000.00	North America
Tokyo Mono Harashi: Karasu no Mori Gakuen Kitan	PSP	2010	Role-Playing	Atlus	0.00	North America
Activision Hits: Remixed	PSP	2006	Misc	Activision	50000.00	North America
Death Jr. II: Root of Evil	PSP	2006	Platform	Konami Digital Entertainment	50000.00	North America
Hail to the Chimp	X360	2008	Misc	Gamecock	50000.00	North America
MotoGP 4 - Official Game of MotoGP	PS2	2005	Racing	Sony Computer Entertainment	30000.00	North America
